counter, agl_dist_value_filtered0,0
27486,0,
27487,0,
27488,0,
27489,0,
27490,0,
27491,0,
27492,0,
27493,0,
27494,0,
27495,0,
27496,0,
27497,0,
27498,0,
27499,0,
27500,0,
27501,0,
27502,0,
27503,0,
27504,0,
27505,0,
27506,0,
27507,0,
27508,0,
27509,0,
27510,0,
27511,0,
27512,0,
27513,0,
27514,0,
27515,0,
27516,0,
27517,0,
27518,0,
27519,0,
27520,0,
27521,0,
27522,0,
27523,0,
27524,0,
27525,0,
27526,536870912,
27527,536870912,
27528,536870912,
27529,536870912,
27530,536870912,
27531,536870912,
27532,536870912,
27533,536870912,
27534,536870912,
27535,536870912,
27536,536870912,
27537,536870912,
27538,536870912,
27539,536870912,
27540,536870912,
27541,536870912,
27542,536870912,
27543,536870912,
27544,536870912,
27545,536870912,
27546,536870912,
27547,-1610612736,
27548,-1610612736,
27549,-1610612736,
27550,-1610612736,
27551,-1610612736,
27552,-1610612736,
27553,-1610612736,
27554,-1610612736,
27555,-1610612736,
27556,-1610612736,
27557,-1610612736,
27558,-1610612736,
27559,-1610612736,
27560,-1610612736,
27561,-1610612736,
27562,-1610612736,
27563,-1610612736,
27564,-1610612736,
27565,-1610612736,
27566,-1610612736,
27567,-1610612736,
27568,-1610612736,
27569,-1610612736,
27570,-1610612736,
27571,-1610612736,
27572,-1610612736,
27573,-1610612736,
27574,-1610612736,
27575,-1610612736,
27576,-1610612736,
27577,-1610612736,
27578,-1610612736,
27579,-1610612736,
27580,-1610612736,
27581,-1610612736,
27582,-1610612736,
27583,-1610612736,
27584,-1610612736,
27585,-1610612736,
27586,-1610612736,
27587,-1610612736,
27588,-1610612736,
27589,-1610612736,
27590,1610612736,
27591,1610612736,
27592,1610612736,
27593,1610612736,
27594,1610612736,
27595,1610612736,
27596,1610612736,
27597,1610612736,
27598,1610612736,
27599,1610612736,
27600,1610612736,
27601,1610612736,
27602,1610612736,
27603,1610612736,
27604,1610612736,
27605,1610612736,
27606,1610612736,
27607,1610612736,
27608,1610612736,
27609,1610612736,
27610,1610612736,
27611,1610612736,
27612,1610612736,
27613,1610612736,
27614,1610612736,
27615,1610612736,
27616,1610612736,
27617,1610612736,
27618,1610612736,
27619,1610612736,
27620,1610612736,
27621,1610612736,
27622,1610612736,
27623,1610612736,
27624,1610612736,
27625,1610612736,
27626,1610612736,
27627,1610612736,
27628,1610612736,
27629,1610612736,
27630,1610612736,
27631,1610612736,
27632,1610612736,
27633,-1610612736,
27634,-1610612736,
27635,-1610612736,
27636,-1610612736,
27637,-1610612736,
27638,-1610612736,
27639,-1610612736,
27640,-1610612736,
27641,-1610612736,
27642,-1610612736,
27643,-1610612736,
27644,-1610612736,
27645,-1610612736,
27646,-1610612736,
27647,-1610612736,
27648,-1610612736,
27649,-1610612736,
27650,-1610612736,
27651,-1610612736,
27652,-1610612736,
27653,-1610612736,
27654,-1610612736,
27655,-1610612736,
27656,-1610612736,
27657,-1610612736,
27658,-1610612736,
27659,-1610612736,
27660,-1610612736,
27661,-1610612736,
27662,-1610612736,
27663,-1610612736,
27664,-1610612736,
27665,-1610612736,
27666,-1610612736,
27667,-1610612736,
27668,-1610612736,
27669,-1610612736,
27670,-1610612736,
27671,-1610612736,
27672,-1610612736,
27673,-1610612736,
27674,-1610612736,
27675,-1610612736,
27676,-1610612736,
27677,-1610612736,
27678,-1610612736,
27679,-1610612736,
27680,-1610612736,
27681,-1610612736,
27682,-1610612736,
27683,-1610612736,
27684,-1610612736,
27685,-1610612736,
27686,-1610612736,
27687,-1610612736,
27688,-1610612736,
27689,-1610612736,
27690,-1610612736,
27691,-1610612736,
27692,-1610612736,
27693,-1610612736,
27694,-1610612736,
27695,-1610612736,
27696,-1610612736,
27697,-1610612736,
27698,-1610612736,
27699,-1610612736,
27700,-1610612736,
27701,-1610612736,
27702,-1610612736,
27703,-1610612736,
27704,-1610612736,
27705,-1610612736,
27706,-1610612736,
27707,-1610612736,
27708,-1610612736,
27709,-1610612736,
27710,-1610612736,
27711,-1610612736,
27712,-1610612736,
27713,-1610612736,
27714,-1610612736,
27715,-1610612736,
27716,-1610612736,
27717,-1610612736,
27718,-1610612736,
27719,-1610612736,
27720,-1610612736,
27721,-1610612736,
27722,-1610612736,
27723,-1610612736,
27724,-1610612736,
27725,-1610612736,
27726,-1610612736,
27727,-1610612736,
27728,-1610612736,
27729,-1610612736,
27730,-1610612736,
27731,-1610612736,
27732,-1610612736,
27733,-1610612736,
27734,-1610612736,
27735,-1610612736,
27736,-1610612736,
27737,-1610612736,
27738,-1610612736,
27739,0,
27740,0,
27741,0,
27742,0,
27743,0,
27744,0,
27745,0,
27746,0,
27747,0,
27748,0,
27749,0,
27750,0,
27751,0,
27752,0,
27753,0,
27754,0,
27755,0,
27756,0,
27757,0,
27758,0,
27759,0,
27760,0,
27761,-1610612736,
27762,-1610612736,
27763,-1610612736,
27764,-1610612736,
27765,-1610612736,
27766,-1610612736,
27767,-1610612736,
27768,-1610612736,
27769,-1610612736,
27770,-1610612736,
27771,-1610612736,
27772,-1610612736,
27773,-1610612736,
27774,-1610612736,
27775,-1610612736,
27776,-1610612736,
27777,-1610612736,
27778,-1610612736,
27779,-1610612736,
27780,-1610612736,
27781,-1610612736,
27782,-536870912,
27783,-536870912,
27784,-536870912,
27785,-536870912,
27786,-536870912,
27787,-536870912,
27788,-536870912,
27789,-536870912,
27790,-536870912,
27791,-536870912,
27792,-536870912,
27793,-536870912,
27794,-536870912,
27795,-536870912,
27796,-536870912,
27797,-536870912,
27798,-536870912,
27799,-536870912,
27800,-536870912,
27801,-536870912,
27802,-536870912,
27803,-536870912,
27804,-536870912,
27805,-536870912,
27806,-536870912,
27807,-536870912,
27808,-536870912,
27809,-536870912,
27810,-536870912,
27811,-536870912,
27812,-536870912,
27813,-536870912,
27814,-536870912,
27815,-536870912,
27816,-536870912,
27817,-536870912,
27818,-536870912,
27819,-536870912,
27820,-536870912,
27821,-536870912,
27822,-536870912,
27823,-536870912,
27824,-536870912,
27825,-536870912,
27826,-536870912,
27827,-536870912,
27828,-536870912,
27829,-536870912,
27830,-536870912,
27831,-536870912,
27832,-536870912,
27833,-536870912,
27834,-536870912,
27835,-536870912,
27836,-536870912,
27837,-536870912,
27838,-536870912,
27839,-536870912,
27840,-536870912,
27841,-536870912,
27842,-536870912,
27843,-536870912,
27844,-536870912,
27845,-536870912,
27846,0,
27847,0,
27848,0,
27849,0,
27850,0,
27851,0,
27852,0,
27853,0,
27854,0,
27855,0,
27856,0,
27857,0,
27858,0,
27859,0,
27860,0,
27861,0,
27862,0,
27863,0,
27864,0,
27865,0,
27866,0,
27867,0,
27868,1610612736,
27869,1610612736,
27870,1610612736,
27871,1610612736,
27872,1610612736,
27873,1610612736,
27874,1610612736,
27875,1610612736,
27876,1610612736,
27877,1610612736,
27878,1610612736,
27879,1610612736,
27880,1610612736,
27881,1610612736,
27882,1610612736,
27883,1610612736,
27884,1610612736,
27885,1610612736,
27886,1610612736,
27887,1610612736,
27888,1610612736,
27889,1610612736,
27890,1610612736,
27891,1610612736,
27892,1610612736,
27893,1610612736,
27894,1610612736,
27895,1610612736,
27896,1610612736,
27897,1610612736,
27898,1610612736,
27899,1610612736,
27900,1610612736,
27901,1610612736,
27902,1610612736,
27903,1610612736,
27904,1610612736,
27905,1610612736,
27906,1610612736,
27907,1610612736,
27908,1610612736,
27909,1610612736,
27910,1610612736,
27911,1610612736,
27912,1610612736,
27913,1610612736,
27914,1610612736,
27915,1610612736,
27916,1610612736,
27917,1610612736,
27918,1610612736,
27919,1610612736,
27920,1610612736,
27921,1610612736,
27922,1610612736,
27923,1610612736,
27924,1610612736,
27925,1610612736,
27926,1610612736,
27927,1610612736,
27928,1610612736,
27929,1610612736,
27930,1610612736,
27931,1610612736,
27932,1610612736,
27933,1610612736,
27934,1610612736,
27935,1610612736,
27936,1610612736,
27937,1610612736,
27938,1610612736,
27939,1610612736,
27940,1610612736,
27941,1610612736,
27942,1610612736,
27943,1610612736,
27944,1610612736,
27945,1610612736,
27946,1610612736,
27947,1610612736,
27948,1610612736,
27949,1610612736,
27950,1610612736,
27951,1610612736,
27952,1610612736,
27953,1610612736,
27954,1610612736,
27955,1610612736,
27956,1610612736,
27957,1610612736,
27958,1610612736,
27959,1610612736,
27960,1610612736,
27961,1610612736,
27962,1610612736,
27963,1610612736,
27964,1610612736,
27965,1610612736,
27966,1610612736,
27967,1610612736,
27968,1610612736,
27969,1610612736,
27970,1610612736,
27971,1610612736,
27972,1610612736,
27973,1610612736,
27974,1610612736,
27975,1610612736,
27976,1610612736,
27977,1610612736,
27978,1610612736,
27979,1610612736,
27980,1610612736,
27981,1610612736,
27982,1610612736,
27983,1610612736,
27984,1610612736,
27985,1610612736,
27986,1610612736,
27987,1610612736,
27988,1610612736,
27989,1610612736,
27990,1610612736,
27991,1610612736,
27992,1610612736,
27993,1610612736,
27994,1610612736,
27995,1610612736,
27996,1610612736,
27997,1610612736,
27998,1610612736,
27999,1610612736,
28000,1610612736,
28001,1610612736,
28002,1610612736,
28003,1610612736,
28004,1610612736,
28005,1610612736,
28006,1610612736,
28007,1610612736,
28008,1610612736,
28009,1610612736,
28010,1610612736,
28011,1610612736,
28012,1610612736,
28013,1610612736,
28014,1610612736,
28015,1610612736,
28016,1610612736,
28017,1610612736,
28018,1610612736,
28019,1610612736,
28020,1610612736,
28021,1610612736,
28022,1610612736,
28023,1610612736,
28024,1610612736,
28025,1610612736,
28026,1610612736,
28027,1610612736,
28028,1610612736,
28029,1610612736,
28030,1610612736,
28031,1610612736,
28032,1610612736,
28033,1610612736,
28034,1610612736,
28035,1610612736,
28036,1610612736,
28037,1610612736,
28038,1610612736,
28039,0,
28040,0,
28041,0,
28042,0,
28043,0,
28044,0,
28045,0,
28046,0,
28047,0,
28048,0,
28049,0,
28050,0,
28051,0,
28052,0,
28053,0,
28054,0,
28055,0,
28056,0,
28057,0,
28058,0,
28059,0,
28060,0,
28061,0,
28062,0,
28063,0,
28064,0,
28065,0,
28066,0,
28067,0,
28068,0,
28069,0,
28070,0,
28071,0,
28072,0,
28073,0,
28074,0,
28075,0,
28076,0,
28077,0,
28078,0,
28079,0,
28080,0,
28081,0,
28082,0,
28083,0,
28084,0,
28085,0,
28086,0,
28087,0,
28088,0,
28089,0,
28090,0,
28091,0,
28092,0,
28093,0,
28094,0,
28095,0,
28096,0,
28097,0,
28098,0,
28099,0,
28100,0,
28101,0,
28102,0,
28103,0,
28104,0,
28105,0,
28106,0,
28107,0,
28108,0,
28109,0,
28110,0,
28111,0,
28112,0,
28113,0,
28114,0,
28115,0,
28116,0,
28117,0,
28118,0,
28119,0,
28120,0,
28121,0,
28122,0,
28123,0,
28124,0,
28125,0,
28126,0,
28127,0,
28128,0,
28129,0,
28130,0,
28131,0,
28132,0,
28133,0,
28134,0,
28135,0,
28136,0,
28137,0,
28138,0,
28139,0,
28140,0,
28141,0,
28142,0,
28143,0,
28144,0,
28145,0,
28146,-1610612736,
28147,-1610612736,
28148,-1610612736,
28149,-1610612736,
28150,-1610612736,
28151,-1610612736,
28152,-1610612736,
28153,-1610612736,
28154,-1610612736,
28155,-1610612736,
28156,-1610612736,
28157,-1610612736,
28158,-1610612736,
28159,-1610612736,
28160,-1610612736,
28161,-1610612736,
28162,-1610612736,
28163,-1610612736,
28164,-1610612736,
28165,-1610612736,
28166,-1610612736,
28167,-1610612736,
28168,-536870912,
28169,-536870912,
28170,-536870912,
28171,-536870912,
28172,-536870912,
28173,-536870912,
28174,-536870912,
28175,-536870912,
28176,-536870912,
28177,-536870912,
28178,-536870912,
28179,-536870912,
28180,-536870912,
28181,-536870912,
28182,-536870912,
28183,-536870912,
28184,-536870912,
28185,-536870912,
28186,-536870912,
28187,-536870912,
28188,-536870912,
28189,0,
28190,0,
28191,0,
28192,0,
28193,0,
28194,0,
28195,0,
28196,0,
28197,0,
28198,0,
28199,0,
28200,0,
28201,0,
28202,0,
28203,0,
28204,0,
28205,0,
28206,0,
28207,0,
28208,0,
28209,0,
28210,-536870912,
28211,-536870912,
28212,-536870912,
28213,-536870912,
28214,-536870912,
28215,-536870912,
28216,-536870912,
28217,-536870912,
28218,-536870912,
28219,-536870912,
28220,-536870912,
28221,-536870912,
28222,-536870912,
28223,-536870912,
28224,-536870912,
28225,-536870912,
28226,-536870912,
28227,-536870912,
28228,-536870912,
28229,-536870912,
28230,-536870912,
28231,-536870912,
28232,-536870912,
28233,-536870912,
28234,-536870912,
28235,-536870912,
28236,-536870912,
28237,-536870912,
28238,-536870912,
28239,-536870912,
28240,-536870912,
28241,-536870912,
28242,-536870912,
28243,-536870912,
28244,-536870912,
28245,-536870912,
28246,-536870912,
28247,-536870912,
28248,-536870912,
28249,-536870912,
28250,-536870912,
28251,-536870912,
28252,-536870912,
28253,536870912,
28254,536870912,
28255,536870912,
28256,536870912,
28257,536870912,
28258,536870912,
28259,536870912,
28260,536870912,
28261,536870912,
28262,536870912,
28263,536870912,
28264,536870912,
28265,536870912,
28266,536870912,
28267,536870912,
28268,536870912,
28269,536870912,
28270,536870912,
28271,536870912,
28272,536870912,
28273,536870912,
28274,536870912,
28275,536870912,
28276,536870912,
28277,536870912,
28278,536870912,
28279,536870912,
28280,536870912,
28281,536870912,
28282,536870912,
28283,536870912,
28284,536870912,
28285,536870912,
28286,536870912,
28287,536870912,
28288,536870912,
28289,536870912,
28290,536870912,
28291,536870912,
28292,536870912,
28293,536870912,
28294,536870912,
28295,536870912,
28296,0,
28297,0,
28298,0,
28299,0,
28300,0,
28301,0,
28302,0,
28303,0,
28304,0,
28305,0,
28306,0,
28307,0,
28308,0,
28309,0,
28310,0,
28311,0,
28312,0,
28313,0,
28314,0,
28315,0,
28316,0,
28317,0,
28318,0,
28319,0,
28320,0,
28321,0,
28322,0,
28323,0,
28324,0,
28325,0,
28326,0,
28327,0,
28328,0,
28329,0,
28330,0,
28331,0,
28332,0,
28333,0,
28334,0,
28335,0,
28336,0,
28337,0,
28338,0,
28339,1610612736,
28340,1610612736,
28341,1610612736,
28342,1610612736,
28343,1610612736,
28344,1610612736,
28345,1610612736,
28346,1610612736,
28347,1610612736,
28348,1610612736,
28349,1610612736,
28350,1610612736,
28351,1610612736,
28352,1610612736,
28353,1610612736,
28354,1610612736,
28355,1610612736,
28356,1610612736,
28357,1610612736,
28358,1610612736,
28359,1610612736,
28360,0,
28361,0,
28362,0,
28363,0,
28364,0,
28365,0,
28366,0,
28367,0,
28368,0,
28369,0,
28370,0,
28371,0,
28372,0,
28373,0,
28374,0,
28375,0,
28376,0,
28377,0,
28378,0,
28379,0,
28380,0,
28381,0,
28382,0,
28383,0,
28384,0,
28385,0,
28386,0,
28387,0,
28388,0,
28389,0,
28390,0,
28391,0,
28392,0,
28393,0,
28394,0,
28395,0,
28396,0,
28397,0,
28398,0,
28399,0,
28400,0,
28401,0,
28402,0,
28403,0,
28404,0,
28405,0,
28406,0,
28407,0,
28408,0,
28409,0,
28410,0,
28411,0,
28412,0,
28413,0,
28414,0,
28415,0,
28416,0,
28417,0,
28418,0,
28419,0,
28420,0,
28421,0,
28422,0,
28423,0,
28424,536870912,
28425,536870912,
28426,536870912,
28427,536870912,
28428,536870912,
28429,536870912,
28430,536870912,
28431,536870912,
28432,536870912,
28433,536870912,
28434,536870912,
28435,536870912,
28436,536870912,
28437,536870912,
28438,536870912,
28439,536870912,
28440,536870912,
28441,536870912,
28442,536870912,
28443,536870912,
28444,536870912,
28445,536870912,
28446,-2147483648,
28447,-2147483648,
28448,-2147483648,
28449,-2147483648,
28450,-2147483648,
28451,-2147483648,
28452,-2147483648,
28453,-2147483648,
28454,-2147483648,
28455,-2147483648,
28456,-2147483648,
28457,-2147483648,
28458,-2147483648,
28459,-2147483648,
28460,-2147483648,
28461,-2147483648,
28462,-2147483648,
28463,-2147483648,
28464,-2147483648,
28465,-2147483648,
28466,-2147483648,
28467,0,
28468,0,
28469,0,
28470,0,
28471,0,
28472,0,
28473,0,
28474,0,
28475,0,
28476,0,
28477,0,
28478,0,
28479,0,
28480,0,
28481,0,
28482,0,
28483,0,
28484,0,
28485,0,
28486,0,
28487,0,
28488,0,
28489,0,
28490,0,
28491,0,
28492,0,
28493,0,
28494,0,
28495,0,
28496,0,
28497,0,
28498,0,
28499,0,
28500,0,
28501,0,
28502,0,
28503,0,
28504,0,
28505,0,
28506,0,
28507,0,
28508,0,
28509,0,
28510,0,
28511,0,
28512,0,
28513,0,
28514,0,
28515,0,
28516,0,
28517,0,
28518,0,
28519,0,
28520,0,
28521,0,
28522,0,
28523,0,
28524,0,
28525,0,
28526,0,
28527,0,
28528,0,
28529,0,
28530,0,
28531,0,
28532,0,
28533,0,
28534,0,
28535,0,
28536,0,
28537,0,
28538,0,
28539,0,
28540,0,
28541,0,
28542,0,
28543,0,
28544,0,
28545,0,
28546,0,
28547,0,
28548,0,
28549,0,
28550,0,
28551,0,
28552,0,
28553,0,
28554,0,
28555,0,
28556,0,
28557,0,
28558,0,
28559,0,
28560,0,
28561,0,
28562,0,
28563,0,
28564,0,
28565,0,
28566,0,
28567,0,
28568,0,
28569,0,
28570,0,
28571,0,
28572,0,
28573,0,
28574,0,
28575,0,
28576,0,
28577,0,
28578,0,
28579,0,
28580,0,
28581,0,
28582,0,
28583,0,
28584,0,
28585,0,
28586,0,
28587,0,
28588,0,
28589,0,
28590,0,
28591,0,
28592,0,
28593,0,
28594,0,
28595,0,
28596,0,
28597,0,
28598,0,
28599,0,
28600,0,
28601,0,
28602,0,
28603,0,
28604,0,
28605,0,
28606,0,
28607,0,
28608,0,
28609,0,
28610,0,
28611,0,
28612,0,
28613,0,
28614,0,
28615,0,
28616,-1610612736,
28617,-1610612736,
28618,-1610612736,
28619,-1610612736,
28620,-1610612736,
28621,-1610612736,
28622,-1610612736,
28623,-1610612736,
28624,-1610612736,
28625,-1610612736,
28626,-1610612736,
28627,-1610612736,
28628,-1610612736,
28629,-1610612736,
28630,-1610612736,
28631,-1610612736,
28632,-1610612736,
28633,-1610612736,
28634,-1610612736,
28635,-1610612736,
28636,-1610612736,
28637,1610612736,
28638,1610612736,
28639,1610612736,
28640,1610612736,
28641,1610612736,
28642,1610612736,
28643,1610612736,
28644,1610612736,
28645,1610612736,
28646,1610612736,
28647,1610612736,
28648,1610612736,
28649,1610612736,
28650,1610612736,
28651,1610612736,
28652,1610612736,
28653,1610612736,
28654,1610612736,
28655,1610612736,
28656,1610612736,
28657,1610612736,
28658,1610612736,
28659,1610612736,
28660,1610612736,
28661,1610612736,
28662,1610612736,
28663,1610612736,
28664,1610612736,
28665,1610612736,
28666,1610612736,
28667,1610612736,
28668,1610612736,
28669,1610612736,
28670,1610612736,
28671,1610612736,
28672,1610612736,
28673,1610612736,
28674,1610612736,
28675,1610612736,
28676,1610612736,
28677,1610612736,
28678,1610612736,
28679,1610612736,
28680,-1610612736,
28681,-1610612736,
28682,-1610612736,
28683,-1610612736,
28684,-1610612736,
28685,-1610612736,
28686,-1610612736,
28687,-1610612736,
28688,-1610612736,
28689,-1610612736,
28690,-1610612736,
28691,-1610612736,
28692,-1610612736,
28693,-1610612736,
28694,-1610612736,
28695,-1610612736,
28696,-1610612736,
28697,-1610612736,
28698,-1610612736,
28699,-1610612736,
28700,-1610612736,
28701,-1610612736,
28702,-1610612736,
28703,-1610612736,
28704,-1610612736,
28705,-1610612736,
28706,-1610612736,
28707,-1610612736,
28708,-1610612736,
28709,-1610612736,
28710,-1610612736,
28711,-1610612736,
28712,-1610612736,
28713,-1610612736,
28714,-1610612736,
28715,-1610612736,
28716,-1610612736,
28717,-1610612736,
28718,-1610612736,
28719,-1610612736,
28720,-1610612736,
28721,-1610612736,
28722,-1610612736,
28723,-1610612736,
28724,-1610612736,
28725,-1610612736,
28726,-1610612736,
28727,-1610612736,
28728,-1610612736,
28729,-1610612736,
28730,-1610612736,
28731,-1610612736,
28732,-1610612736,
28733,-1610612736,
28734,-1610612736,
28735,-1610612736,
28736,-1610612736,
28737,-1610612736,
28738,-1610612736,
28739,-1610612736,
28740,-1610612736,
28741,-1610612736,
28742,-1610612736,
28743,-1610612736,
28744,1610612736,
28745,1610612736,
28746,1610612736,
28747,1610612736,
28748,1610612736,
28749,1610612736,
28750,1610612736,
28751,1610612736,
28752,1610612736,
28753,1610612736,
28754,1610612736,
28755,1610612736,
28756,1610612736,
28757,1610612736,
28758,1610612736,
28759,1610612736,
28760,1610612736,
28761,1610612736,
28762,1610612736,
28763,1610612736,
28764,1610612736,
28765,1610612736,
28766,1610612736,
28767,1610612736,
28768,1610612736,
28769,1610612736,
28770,1610612736,
28771,1610612736,
28772,1610612736,
28773,1610612736,
28774,1610612736,
28775,1610612736,
28776,1610612736,
28777,1610612736,
28778,1610612736,
28779,1610612736,
28780,1610612736,
28781,1610612736,
28782,1610612736,
28783,1610612736,
28784,1610612736,
28785,1610612736,
28786,1610612736,
28787,1610612736,
28788,0,
28789,0,
28790,0,
28791,0,
28792,0,
28793,0,
28794,0,
28795,0,
28796,0,
28797,0,
28798,0,
28799,0,
28800,0,
28801,0,
28802,0,
28803,0,
28804,0,
28805,0,
28806,0,
28807,0,
28808,0,
28809,536870912,
28810,536870912,
28811,536870912,
28812,536870912,
28813,536870912,
28814,536870912,
28815,536870912,
28816,536870912,
28817,536870912,
28818,536870912,
28819,536870912,
28820,536870912,
28821,536870912,
28822,536870912,
28823,536870912,
28824,536870912,
28825,536870912,
28826,536870912,
28827,536870912,
28828,536870912,
28829,536870912,
28830,536870912,
28831,536870912,
28832,536870912,
28833,536870912,
28834,536870912,
28835,536870912,
28836,536870912,
28837,536870912,
28838,536870912,
28839,536870912,
28840,536870912,
28841,536870912,
28842,536870912,
28843,536870912,
28844,536870912,
28845,536870912,
28846,536870912,
28847,536870912,
28848,536870912,
28849,536870912,
28850,536870912,
28851,536870912,
28852,1610612736,
28853,1610612736,
28854,1610612736,
28855,1610612736,
28856,1610612736,
28857,1610612736,
28858,1610612736,
28859,1610612736,
28860,1610612736,
28861,1610612736,
28862,1610612736,
28863,1610612736,
28864,1610612736,
28865,1610612736,
28866,1610612736,
28867,1610612736,
28868,1610612736,
28869,1610612736,
28870,1610612736,
28871,1610612736,
28872,1610612736,
28873,1610612736,
28874,1610612736,
28875,1610612736,
28876,1610612736,
28877,1610612736,
28878,1610612736,
28879,1610612736,
28880,1610612736,
28881,1610612736,
28882,1610612736,
28883,1610612736,
28884,1610612736,
28885,1610612736,
28886,1610612736,
28887,1610612736,
28888,1610612736,
28889,1610612736,
28890,1610612736,
28891,1610612736,
28892,1610612736,
28893,1610612736,
28894,1610612736,
28895,1610612736,
28896,1610612736,
28897,1610612736,
28898,1610612736,
28899,1610612736,
28900,1610612736,
28901,1610612736,
28902,1610612736,
28903,1610612736,
28904,1610612736,
28905,1610612736,
28906,1610612736,
28907,1610612736,
28908,1610612736,
28909,1610612736,
28910,1610612736,
28911,1610612736,
28912,1610612736,
28913,1610612736,
28914,1610612736,
28915,1610612736,
28916,-1610612736,
28917,-1610612736,
28918,-1610612736,
28919,-1610612736,
28920,-1610612736,
28921,-1610612736,
28922,-1610612736,
28923,-1610612736,
28924,-1610612736,
28925,-1610612736,
28926,-1610612736,
28927,-1610612736,
28928,-1610612736,
28929,-1610612736,
28930,-1610612736,
28931,-1610612736,
28932,-1610612736,
28933,-1610612736,
28934,-1610612736,
28935,-1610612736,
28936,-1610612736,
28937,-1610612736,
28938,-2147483648,
28939,-2147483648,
28940,-2147483648,
28941,-2147483648,
28942,-2147483648,
28943,-2147483648,
28944,-2147483648,
28945,-2147483648,
28946,-2147483648,
28947,-2147483648,
28948,-2147483648,
28949,-2147483648,
28950,-2147483648,
28951,-2147483648,
28952,-2147483648,
28953,-2147483648,
28954,-2147483648,
28955,-2147483648,
28956,-2147483648,
28957,-2147483648,
28958,-2147483648,
28959,536870912,
28960,536870912,
28961,536870912,
28962,536870912,
28963,536870912,
28964,536870912,
28965,536870912,
28966,536870912,
28967,536870912,
28968,536870912,
28969,536870912,
28970,536870912,
28971,536870912,
28972,536870912,
28973,536870912,
28974,536870912,
28975,536870912,
28976,536870912,
28977,536870912,
28978,536870912,
28979,536870912,
28980,536870912,
28981,1610612736,
28982,1610612736,
28983,1610612736,
28984,1610612736,
28985,1610612736,
28986,1610612736,
28987,1610612736,
28988,1610612736,
28989,1610612736,
28990,1610612736,
28991,1610612736,
28992,1610612736,
28993,1610612736,
28994,1610612736,
28995,1610612736,
28996,1610612736,
28997,1610612736,
28998,1610612736,
28999,1610612736,
29000,1610612736,
29001,1610612736,
29002,1610612736,
29003,1610612736,
29004,1610612736,
29005,1610612736,
29006,1610612736,
29007,1610612736,
29008,1610612736,
29009,1610612736,
29010,1610612736,
29011,1610612736,
29012,1610612736,
29013,1610612736,
29014,1610612736,
29015,1610612736,
29016,1610612736,
29017,1610612736,
29018,1610612736,
29019,1610612736,
29020,1610612736,
29021,1610612736,
29022,1610612736,
29023,1610612736,
29024,1610612736,
29025,1610612736,
29026,1610612736,
29027,1610612736,
29028,1610612736,
29029,1610612736,
29030,1610612736,
29031,1610612736,
29032,1610612736,
29033,1610612736,
29034,1610612736,
29035,1610612736,
29036,1610612736,
29037,1610612736,
29038,1610612736,
29039,1610612736,
29040,1610612736,
29041,1610612736,
29042,1610612736,
29043,1610612736,
29044,1610612736,
29045,-2147483648,
29046,-2147483648,
29047,-2147483648,
29048,-2147483648,
29049,-2147483648,
29050,-2147483648,
29051,-2147483648,
29052,-2147483648,
29053,-2147483648,
29054,-2147483648,
29055,-2147483648,
29056,-2147483648,
29057,-2147483648,
29058,-2147483648,
29059,-2147483648,
29060,-2147483648,
29061,-2147483648,
29062,-2147483648,
29063,-2147483648,
29064,-2147483648,
29065,-2147483648,
29066,-536870912,
29067,-536870912,
29068,-536870912,
29069,-536870912,
29070,-536870912,
29071,-536870912,
29072,-536870912,
29073,-536870912,
29074,-536870912,
29075,-536870912,
29076,-536870912,
29077,-536870912,
29078,-536870912,
29079,-536870912,
29080,-536870912,
29081,-536870912,
29082,-536870912,
29083,-536870912,
29084,-536870912,
29085,-536870912,
29086,-536870912,
29087,-536870912,
29088,1610612736,
29089,1610612736,
29090,1610612736,
29091,1610612736,
29092,1610612736,
29093,1610612736,
29094,1610612736,
29095,1610612736,
29096,1610612736,
29097,1610612736,
29098,1610612736,
29099,1610612736,
29100,1610612736,
29101,1610612736,
29102,1610612736,
29103,1610612736,
29104,1610612736,
29105,1610612736,
29106,1610612736,
29107,1610612736,
29108,1610612736,
29109,1610612736,
29110,1610612736,
29111,1610612736,
29112,1610612736,
29113,1610612736,
29114,1610612736,
29115,1610612736,
29116,1610612736,
29117,1610612736,
29118,1610612736,
29119,1610612736,
29120,1610612736,
29121,1610612736,
29122,1610612736,
29123,1610612736,
29124,1610612736,
29125,1610612736,
29126,1610612736,
29127,1610612736,
29128,1610612736,
29129,1610612736,
29130,1610612736,
29131,-1610612736,
29132,-1610612736,
29133,-1610612736,
29134,-1610612736,
29135,-1610612736,
29136,-1610612736,
29137,-1610612736,
29138,-1610612736,
29139,-1610612736,
29140,-1610612736,
29141,-1610612736,
29142,-1610612736,
29143,-1610612736,
29144,-1610612736,
29145,-1610612736,
29146,-1610612736,
29147,-1610612736,
29148,-1610612736,
29149,-1610612736,
29150,-1610612736,
29151,-1610612736,
29152,-2147483648,
29153,-2147483648,
29154,-2147483648,
29155,-2147483648,
29156,-2147483648,
29157,-2147483648,
29158,-2147483648,
29159,-2147483648,
29160,-2147483648,
29161,-2147483648,
29162,-2147483648,
29163,-2147483648,
29164,-2147483648,
29165,-2147483648,
29166,-2147483648,
29167,-2147483648,
29168,-2147483648,
29169,-2147483648,
29170,-2147483648,
29171,-2147483648,
29172,-2147483648,
29173,-2147483648,
